Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Channel,Priority,Cost Price,Sale Price,Discount Amount,Finance Amount,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Purchase Date,Ship Date
North America,North Carolina,Greensboro,CK Tech Store,9,Lenovo,ThinkCentre M920 Tiny,HDD,2GB,500GB,Jasmine,Morgan,938-666-5102x236,serranoleslie@example.net,Morgan Moore,Second-hand Sales,Finance,Offline,Medium,22368,24648,567,33779,618,0,369,22499,2022-08-01,N/A
Africa,Tanzania,Iringa,KyaSand Tech Gadgets,8,HP,Spectre,HDD,2GB,1TB,Brianna,Brown,001-688-386-4620x09130,brenda11@example.com,Dawn Perkins,New Sales,Bank Transfer,Offline,Low,9551,13021,853,0,792,0,352,12436,2022-10-02,N/A
Africa,Botswana,Central,Western International PCs,7,Samsung,Galaxy Chromebook 2,HDD,4GB,1TB,Randy,King,+1-699-835-8967x944,hmcdonald@example.net,Lisa Williams,New Sales,Finance,Online,Medium,27237,29834,495,34305,767,0,28,28477,2024-02-11,2024-02-26
North America,Florida,Deltona,Ricks Computers,1,Apple,Apple Macintosh Classic,HDD,8GB,256GB,Daniel,Hill,426.934.5782x256,billy69@example.org,Richard Patterson,Repairs,Finance,Online,High,14250,19223,849,31461,416,3494,579,14874,2022-10-25,2022-11-06
North America,Georgia,Dalton,ABC Computers,2,HP,Pavilion,HDD,2GB,500GB,Roger,Sharp,+1-324-716-8418x72920,adam05@example.org,Chris Jones,Repairs,Cash,Offline,High,21710,25354,417,0,445,2832,660,22907,2022-09-02,N/A
North America,Illinois,Peoria,Western International PCs,5,Toshiba,Portege,HDD,8GB,500GB,Connor,Gomez,(603)129-8449x27903,barnesrichard@example.net,Jerry Cox,Second-hand Sales,Finance,Offline,Medium,23764,28195,970,47397,812,0,57,25087,2021-07-03,N/A
North America,Illinois,Decatur,DEF Machines,7,Lenovo,ThinkPad X1 Carbon,HDD,4GB,500GB,John,Hudson,001-991-344-3853x998,suzanne29@example.org,Jerry Cox,New Sales,Cash,Offline,Low,9743,14477,825,0,535,0,241,14147,2023-04-21,N/A
North America,Illinois,Elgin,Ricks Computers,2,MSI,GL65 Leopard,SSD,2GB,1TB,Charles,Black,001-917-106-9893x138,fosteramanda@example.com,Jerry Cox,Returns,Finance,Offline,Medium,18623,23327,586,22869,799,0,596,22308,2023-11-04,N/A
North America,New York,Glen Cove,A & A PCs,8,HP,Omen,SSD,8GB,256GB,Brittany,Ross,458.645.1325,larry16@example.org,Victoria Hodges,Second-hand Sales,Finance,Online,High,10913,13927,108,28747,583,0,645,13209,2024-03-06,2024-04-01
North America,Florida,Cape Coral,DEF Machines,4,Dell,OptiPlex,HDD,8GB,256GB,Virginia,Hester,491.869.2697x30491,jeremy58@example.com,William Macdonald,Repairs,Cash,Offline,High,27963,32313,74,0,790,4111,796,30652,2023-02-21,N/A
Africa,Nigeria,Niger,XYZ Tech,6,HP,Envy,SSD,2GB,256GB,Christopher,Oneill,576.203.4615x350,jaguirre@example.com,Collin Bryant,New Sales,Bank Transfer,Offline,High,5905,9486,197,0,722,0,957,7450,2023-01-26,N/A
Africa,Ghana,Central,GH PC Shop,6,HP,Probook,SSD,16GB,500GB,Kimberly,Townsend,(915)238-6168,mollyroberts@example.com,Stephen Harmon,New Sales,Bank Transfer,Offline,Low,20930,25106,5,0,830,0,509,21591,2023-02-10,N/A
Africa,South Africa,Northern Cape,KyaSand Tech Gadgets,4,Apple,Apple PowerBook G4,SSD,2GB,256GB,Micheal,Green,260-918-9829x73033,odonnellmichael@example.com,Pamela Zavala,Repairs,Finance,Offline,High,10830,13217,540,33315,765,4069,224,11372,2022-09-15,N/A
Africa,Botswana,Central,GH PC Shop,3,HP,Omen,HDD,16GB,500GB,Richard,Hunt,718.957.6366,brownamanda@example.net,Carrie Gonzalez,Repairs,Finance,Online,Medium,19414,22528,535,36603,486,3463,352,21960,2022-07-09,2022-07-21
Africa,South Africa,Western Cape,LJ Computers,7,Dell,Venue,HDD,2GB,500GB,Stacey,Terrell,+1-734-507-4668,christopherpetersen@example.com,Jonathan Huang,New Sales,Cash,Online,Low,19913,24465,533,0,452,0,529,21128,2023-08-11,2023-08-21
Africa,Ethiopia,Oromia,Greens Laptops and PCs,7,HP,Chromebook,HDD,16GB,500GB,Joseph,Gaines,224.415.0899x2781,rodriguezsean@example.com,Christopher Nicholson,Second-hand Sales,Bank Transfer,Online,Medium,11119,14278,214,0,494,0,106,11954,2023-01-05,2023-01-12
North America,North Carolina,Greensboro,DEF Machines,8,HP,Envy,SSD,16GB,500GB,Morgan,Jones,(737)300-5630x393,mooreelizabeth@example.org,Catherine Cuevas,Repairs,Cash,Online,Medium,20987,24247,17,0,475,2166,487,24189,2023-09-03,2023-09-26
Africa,Ghana,Brong-Ahafo,Benjis Tech,2,HP,ZBook,HDD,4GB,500GB,Kathleen,Smith,706-488-4211x440,joel63@example.com,Sheila Nichols,Second-hand Sales,Cash,Online,Low,12468,15508,453,0,495,0,818,14482,2023-05-03,2023-05-28
North America,Georgia,East Point,Jacks Hardware,10,Asus,ROG Zephyrus S GX701,HDD,8GB,500GB,Joshua,Montgomery,001-657-985-4324x5072,janet97@example.org,Joe Thomas,Returns,Bank Transfer,Online,Low,3560,7661,549,0,800,0,221,5564,2024-01-17,2024-01-20
Africa,Ghana,Volta,ABC Computers,2,Asus,VivoBook S14,SSD,16GB,500GB,Sara,Riley,882.390.4062x312,thomas76@example.net,Kevin Lee,Returns,Finance,Online,High,14720,18549,332,36300,466,0,367,18173,2023-11-13,2023-12-03
North America,Texas,Corpus Christi,DEF Machines,8,Apple,Apple Macintosh SE,SSD,2GB,256GB,Daniel,Taylor,001-178-735-6972,brooke67@example.com,Courtney Morgan,Second-hand Sales,Finance,Offline,Low,15746,17929,810,39967,543,0,531,16846,2022-04-11,N/A
Africa,Tanzania,Simiyu,Mini Tech,5,Asus,Chromebook Flip C434,HDD,4GB,256GB,Andrea,Martinez,(652)339-0590,katherine07@example.org,David Osborn,Repairs,Finance,Offline,Medium,4255,7830,199,2965,802,2945,311,4872,2023-04-28,N/A
Africa,Angola,Cuanza Norte,Greens Laptops and PCs,3,Lenovo,ThinkPad T14,HDD,2GB,256GB,Kellie,Johnston,(009)410-5651x9286,morenoheather@example.com,Lori Anderson,Returns,Cash,Online,High,22545,26531,39,0,440,0,294,26003,2023-12-28,2024-01-17
North America,Michigan,Troy,Greens Laptops and PCs,6,HP,Chromebook,HDD,16GB,500GB,Joseph,Diaz,907-391-2526x5760,lawrencejessica@example.org,Erika Larsen,Returns,Bank Transfer,Offline,High,14843,18037,260,0,450,0,334,16562,2021-07-23,N/A
Africa,Angola,Cabinda,Jacks Hardware,9,Apple,Apple Lisa,SSD,2GB,500GB,Kenneth,Parker,001-859-374-9276x31701,lisa43@example.com,Brian Clarke,New Sales,Finance,Offline,Low,11237,15800,829,28863,705,0,60,15488,2021-08-19,N/A
Africa,Angola,Lunda Norte,Ricks Computers,10,Microsoft,Surface Book,HDD,16GB,256GB,Austin,Anthony,547-442-8419,torreslisa@example.net,Brian Clarke,Repairs,Finance,Online,Low,25039,27881,23,16606,666,1237,276,25390,2023-05-21,2023-06-06
North America,Pennsylvania,Hermitage,Mini Tech,9,Acer,Aspire 7,SSD,16GB,256GB,Michael,Kane,001-206-888-7094,hensleymichael@example.net,Julia Dodson,New Sales,Bank Transfer,Online,High,14803,17125,664,0,699,0,321,16686,2021-09-04,2021-09-06
Africa,Tanzania,Dodoma,GH PC Shop,1,Apple,Apple Mac Mini,SSD,4GB,1TB,Keith,Pierce,+1-282-613-2721,steven34@example.net,Dawn Perkins,New Sales,Bank Transfer,Online,Medium,29936,33466,258,0,721,0,616,30026,2023-10-30,2023-11-08
Africa,South Africa,Eastern Cape,S & A Computer Place,4,Acer,ConceptD 5,HDD,16GB,500GB,Eric,Chavez,832-389-0670,michaelbuchanan@example.com,Pamela Zavala,Repairs,Finance,Online,Low,7751,11401,66,9200,646,1083,618,10588,2021-09-08,2021-09-11
Africa,Morocco,Figuig,KyaSand Tech Gadgets,8,Microsoft,Surface Go,SSD,4GB,1TB,Kristina,Garza,620-239-2315x0137,leahnguyen@example.com,Amy Owens,New Sales,Cash,Offline,High,7885,10096,645,0,467,0,11,9250,2022-12-15,N/A
Africa,Botswana,Ghanzi,Jacks Hardware,2,Acer,Aspire 7,SSD,4GB,1TB,Kristin,Hill,(192)288-7161,benjamin56@example.com,Susan Nelson,Repairs,Bank Transfer,Online,Low,27720,30695,224,0,705,1915,465,29881,2022-10-14,2022-10-25
North America,Texas,Odessa,LJ Computers,4,Toshiba,Libretto,SSD,8GB,1TB,Ryan,Conley,277-216-0105,kentchandler@example.org,Amanda Brown,New Sales,Cash,Online,High,7715,10004,165,0,829,0,728,9074,2022-02-27,2022-03-23
North America,Florida,Miami Gardens,ABC Computers,6,Dell,OptiPlex,SSD,2GB,500GB,Dawn,Mitchell,+1-109-208-5227,ohaynes@example.com,William Macdonald,Second-hand Sales,Cash,Offline,Medium,26931,29009,853,0,566,0,337,27407,2023-09-25,N/A
North America,New York,Rochester,DEF Machines,8,HP,Pavilion,SSD,2GB,1TB,Garrett,Bishop,001-226-300-0661,rsmith@example.com,Natalie Jimenez,New Sales,Finance,Online,High,16747,21548,677,38646,484,0,387,19725,2022-06-19,2022-06-20
North America,New York,Binghamton,Western International PCs,5,MSI,GS75 Stealth,HDD,4GB,500GB,Diana,Romero,(314)435-0156,foleyjuan@example.net,Jake Lee,Returns,Bank Transfer,Offline,Low,2819,5859,155,0,682,0,862,3422,2022-09-23,N/A
North America,Ohio,Springfield,DEF Machines,4,Microsoft,Surface Hub,HDD,2GB,256GB,Christopher,Frye,(326)370-1303x59263,daviddiaz@example.org,Jason Gentry,Second-hand Sales,Finance,Online,Low,9945,12186,745,21710,848,0,165,11805,2023-06-15,2023-06-27
North America,Georgia,Macon,GHI Machines,3,Samsung,Notebook 9,HDD,4GB,500GB,Brett,Mosley,367.211.5926,reedbrandon@example.com,Chris Jones,Second-hand Sales,Bank Transfer,Offline,High,26854,29924,322,0,744,0,516,28711,2022-05-26,N/A
North America,Illinois,Mount Prospect,A & A PCs,8,MSI,GP65 Leopard,SSD,2GB,500GB,Robin,Miller,985-762-4485x37181,tyler37@example.net,Jeremy Thomas,New Sales,Cash,Online,Low,23879,28841,162,0,698,0,348,26000,2022-08-09,2022-08-30
North America,Michigan,Troy,Ricks Computers,7,Acer,Spin 5,HDD,8GB,500GB,Ricardo,Martin,713.467.2969x3810,jamesgordon@example.org,Teresa Martin,Repairs,Bank Transfer,Online,Medium,16710,20349,736,0,473,3221,623,17269,2022-05-07,2022-05-26
Africa,Egypt,Kafr El Sheikh,S & A Computer Place,6,Toshiba,Chromebook,HDD,2GB,500GB,Natalie,Neal,451.389.2782,wilsonlawrence@example.net,Evan Scott,Repairs,Finance,Online,Medium,25421,29071,70,32016,612,3756,777,25803,2022-11-25,2022-11-29
North America,Pennsylvania,Allentown,LJ Computers,2,Lenovo,Legion 5,HDD,2GB,256GB,Robert,Maynard,782-872-3584x359,shawn41@example.net,Nathan Villarreal,Second-hand Sales,Finance,Offline,High,17333,20086,936,24095,564,0,767,18101,2022-05-17,N/A
Africa,Kenya,Kericho,S & A Computer Place,9,Microsoft,Surface Pro,HDD,2GB,1TB,Joseph,Gonzalez,+1-376-940-2253,lgrimes@example.org,Cassandra Mcmillan,Returns,Finance,Offline,Low,18308,22185,334,28646,416,0,674,21278,2022-07-22,N/A
Africa,Morocco,Meknes,LJ Computers,3,Lenovo,Legion 5,SSD,16GB,1TB,Kelly,Reed,001-955-607-9800x80863,awilliams@example.org,Jessica Thomas,Returns,Cash,Offline,Medium,28067,30934,705,0,462,0,21,28469,2022-11-30,N/A
Africa,Kenya,Bungoma,Mini Tech,2,Acer,Nitro 5,SSD,8GB,256GB,Dennis,Moss,1032713079,ianruiz@example.org,David Ellis,Second-hand Sales,Finance,Online,Medium,15503,19433,554,4667,827,0,171,17827,2023-12-22,2024-01-13
Africa,Botswana,North-West,Greens Laptops and PCs,3,Samsung,Galaxy Book S,SSD,4GB,500GB,Michelle,Diaz,904-693-2750x27098,jonesjoshua@example.org,Heather Singleton,Second-hand Sales,Bank Transfer,Offline,Low,8035,11260,283,0,663,0,503,8568,2023-09-04,N/A
Africa,Kenya,Laikipia,XYZ Tech,10,MSI,P65 Creator,HDD,2GB,256GB,Rebecca,Williams,+1-212-445-6243x270,andreaanderson@example.org,Jason Robinson,Second-hand Sales,Bank Transfer,Offline,High,29744,32120,129,0,753,0,619,30320,2023-03-22,N/A
Africa,Morocco,Sefrou,S & A Computer Place,7,Microsoft,Surface Pro,HDD,16GB,500GB,Benjamin,Baker,408-182-3816x0651,allison69@example.com,Gwendolyn Thomas,Returns,Bank Transfer,Offline,High,29692,34189,634,0,794,0,771,32910,2023-04-29,N/A
Africa,Morocco,Chichaoua,ABC Computers,9,Acer,Predator Helios 300,HDD,16GB,256GB,James,Zimmerman,+1-981-845-0007x8488,stanleypatrick@example.com,Emma Scott,Returns,Cash,Online,Low,25522,28103,242,0,718,0,305,26421,2022-06-22,2022-06-28
North America,Texas,Arlington,Benjis Tech,6,Dell,Vostro,SSD,8GB,500GB,John,Hernandez,+1-953-774-6375x50150,stricklandkristi@example.com,Amanda Brown,Returns,Bank Transfer,Online,High,27693,30448,135,0,719,0,331,29791,2021-12-31,2022-01-24
Africa,South Africa,KwaZulu-Natal,LJ Computers,6,Asus,ROG Strix Scar III,HDD,2GB,256GB,William,Carson,(238)174-8069,juan77@example.org,Daniel Lane,Second-hand Sales,Finance,Offline,Low,5580,9407,759,27210,754,0,967,8077,2023-12-06,N/A
Africa,Tanzania,Manyara,DEF Machines,3,MSI,P65 Creator,SSD,16GB,1TB,Damon,Hayes,+1-645-504-7744x7416,dblack@example.org,Mary Fisher,Returns,Cash,Offline,Low,4095,8917,596,0,638,0,435,7085,2023-01-28,N/A
Africa,South Africa,Limpopo,Greens Laptops and PCs,1,Asus,ExpertBook B9,SSD,16GB,500GB,Tony,Singh,379-268-7982,spearsryan@example.org,Daniel Lane,Repairs,Bank Transfer,Offline,High,20579,23813,31,0,416,2615,706,21509,2023-06-13,N/A
Africa,South Africa,Northern Cape,KyaSand Tech Gadgets,7,Apple,Apple Macintosh SE,HDD,16GB,256GB,Vanessa,Walker,999.754.8131x620,tyler85@example.net,Jonathan Huang,Returns,Finance,Offline,High,27476,30523,208,33444,663,0,949,27908,2022-04-16,N/A
North America,Pennsylvania,Pittsburgh,ABC Computers,10,Dell,Latitude,SSD,16GB,500GB,Laura,Miller,3951368256,melissa36@example.com,Michael Smith,Returns,Bank Transfer,Offline,Low,20357,23355,900,0,710,0,438,21163,2023-11-29,N/A
Africa,Ghana,Brong-Ahafo,A & A PCs,3,Toshiba,Tecra,HDD,8GB,500GB,Bradley,Thompson,(494)098-9190x35299,aaronwatson@example.org,George Morales,New Sales,Bank Transfer,Offline,Low,18979,21773,787,0,753,0,501,19637,2024-01-01,N/A
North America,Michigan,Southfield,Mini Tech,10,Samsung,Notebook Flash,HDD,2GB,500GB,Thomas,Peterson,063.579.3401x2373,wmoore@example.com,Kevin Padilla,Returns,Cash,Online,Medium,24969,29552,251,0,785,0,955,28893,2023-04-25,2023-05-08
Africa,Kenya,Nyeri,Western International PCs,3,Toshiba,Satellite,SSD,8GB,256GB,Madeline,Weber,604.912.4759x620,katrina10@example.org,Christopher Santos,New Sales,Finance,Online,Low,19708,23584,499,43662,549,0,47,22440,2022-03-14,2022-03-28
North America,California,Modesto,Ricks Computers,8,Samsung,Notebook 7 Spin,HDD,8GB,256GB,Wendy,Koch,826.694.4165,vlee@example.org,Ryan Bradley,New Sales,Bank Transfer,Online,Low,17587,21669,299,0,593,0,947,19427,2022-12-01,2022-12-03
North America,North Carolina,Charlotte,GH PC Shop,3,HP,Chromebook,SSD,4GB,1TB,Aaron,Fletcher,(181)719-7239x6051,stephanie74@example.net,Tamara Clark,Repairs,Finance,Online,High,4870,9301,969,4636,683,3575,769,5685,2022-08-10,2022-08-30
Africa,Botswana,Kgalagadi,Ricks Computers,6,Lenovo,ThinkPad X13 Yoga,HDD,16GB,500GB,Matthew,Adams,(321)054-1548,kristasmith@example.com,Michael Byrd,Repairs,Cash,Online,High,10020,13292,982,0,609,1206,561,12177,2021-12-31,2022-01-05
Africa,Morocco,Oued Ed-Dahab,Frankies Hardware and Software,2,Dell,Precision,SSD,8GB,1TB,Cheyenne,Fox,783.377.4736x48577,eedwards@example.com,Brian Johnson,New Sales,Cash,Online,Low,12364,15750,504,0,482,0,124,15530,2022-10-20,2022-10-28
North America,Texas,McKinney,A & A PCs,8,Samsung,Notebook 9 Pen,SSD,4GB,500GB,Steven,Rice,(170)677-0535,tanyablair@example.com,Diana Rodriguez,Returns,Bank Transfer,Online,Medium,18299,22615,404,0,552,0,466,22436,2022-11-05,2022-11-14
North America,North Carolina,Mooresville,LJ Computers,8,Acer,Spin 5,HDD,2GB,500GB,Connie,Reynolds,159-412-4915,ufisher@example.com,Craig Wheeler,Returns,Bank Transfer,Online,High,19492,23552,525,0,463,0,493,22494,2023-01-25,2023-01-28
North America,Texas,Denton,GH PC Shop,9,Apple,Apple Mac Mini,HDD,16GB,500GB,Kaitlyn,Stewart,001-198-462-9884,tramos@example.com,Ashley Wright,New Sales,Finance,Online,Low,25272,29117,906,21845,443,0,56,28889,2023-09-25,2023-10-02
Africa,Egypt,Matrouh,Ricks Computers,7,Asus,ProArt StudioBook Pro X,SSD,4GB,1TB,Brittany,Mooney,(751)852-7274x170,sierraandersen@example.com,Jacob Hudson,Repairs,Finance,Online,High,13052,15273,299,30765,758,4084,24,14419,2023-10-30,2023-11-10
North America,Georgia,Rome,LJ Computers,10,Toshiba,Tecra,SSD,8GB,500GB,Amanda,Jones,(757)150-9430,mconley@example.net,Michael Collins,Repairs,Cash,Online,Medium,20621,23514,125,0,644,1094,745,21781,2023-10-06,2023-10-15
North America,North Carolina,Salisbury,LJ Computers,7,Apple,Apple PowerBook G4,HDD,8GB,500GB,Valerie,Turner,001-460-529-7917,deborah45@example.org,Brady Walton,Returns,Bank Transfer,Offline,Low,25325,28962,471,0,422,0,160,25507,2021-11-04,N/A
North America,Pennsylvania,Wilkes-Barre,Jacks Hardware,5,MSI,GS66 Stealth,SSD,2GB,256GB,Cynthia,Durham,369-738-3671x61871,williamsonjonathan@example.com,Beth James,New Sales,Finance,Offline,High,9088,12562,757,15663,654,0,612,10389,2023-10-12,N/A
Africa,Ethiopia,Tigray,Western International PCs,7,Microsoft,Surface Pro,HDD,16GB,500GB,Steven,Hicks,250-627-6852x100,padillabrad@example.com,Steven Walls,Second-hand Sales,Bank Transfer,Online,High,17294,20206,440,0,638,0,258,19770,2024-01-28,2024-02-16
Africa,Angola,Bie,KyaSand Tech Gadgets,5,Acer,Aspire 5,SSD,8GB,256GB,Robert,Buchanan,001-501-445-7859x9930,saradavis@example.net,Kimberly Duncan,Repairs,Finance,Online,Medium,4832,6924,642,43547,716,4907,763,4924,2022-09-19,2022-10-07
Africa,Ethiopia,Afar,ABC Computers,3,MSI,GS66 Stealth,HDD,16GB,1TB,Elizabeth,Jones,666-005-8241x66111,mirandagarcia@example.com,Alexa Hopkins,Repairs,Finance,Offline,Low,17188,19668,596,1285,569,3409,162,18784,2022-08-20,N/A
Africa,Tanzania,Tanga,Ricks Computers,10,Dell,Precision,SSD,4GB,1TB,Megan,Short,+1-364-174-9522x715,dklein@example.org,Mitchell Atkins,New Sales,Cash,Offline,High,24450,29217,91,0,590,0,712,27188,2023-08-27,N/A
North America,Michigan,Saginaw,S & A Computer Place,5,HP,Envy,SSD,8GB,256GB,Erik,Morales,843.815.6067x7364,nathaniel26@example.com,Elizabeth Martinez,Second-hand Sales,Cash,Offline,Medium,8433,13111,208,0,445,0,965,12744,2023-08-15,N/A
North America,California,Long Beach,KyaSand Tech Gadgets,1,Acer,Nitro 5,SSD,8GB,1TB,Alexander,Perkins,+1-848-089-7443x544,fjohnson@example.com,Joy Holt,Repairs,Cash,Offline,Medium,17632,21568,871,0,589,3175,312,20252,2021-08-01,N/A
Africa,Nigeria,Anambra,CK Tech Store,9,Toshiba,Chromebook,SSD,8GB,500GB,Mark,Short,279.624.2876,codyconner@example.org,Jennifer Wolf,Repairs,Bank Transfer,Online,High,13073,17208,176,0,767,4266,354,15634,2022-01-21,2022-02-20
Africa,Angola,Luanda,LJ Computers,8,MSI,GS66 Stealth,HDD,2GB,256GB,Isaac,Jackson,658-279-0624,juan28@example.org,Brian Clarke,Second-hand Sales,Bank Transfer,Offline,High,17560,22316,134,0,534,0,412,20832,2023-01-03,N/A
North America,Michigan,Royal Oak,ABC Computers,8,Samsung,Notebook 9 Pro,HDD,16GB,1TB,Dylan,Hughes,6394713473,gordonpatricia@example.com,Kevin Padilla,Repairs,Bank Transfer,Offline,Medium,9211,12197,504,0,559,3272,917,11946,2023-05-11,N/A
Africa,Nigeria,Niger,ABC Computers,2,Acer,Nitro 5,SSD,2GB,1TB,Steven,Davis,779.870.3339,anthony79@example.com,Mary Shaw,New Sales,Finance,Online,Low,12188,15952,61,19059,478,0,571,13122,2022-03-05,2022-04-02
Africa,Ghana,Greater Accra,LJ Computers,8,Toshiba,Dynabook,HDD,2GB,256GB,Lacey,Diaz,660.098.2152,christopher80@example.net,Jonathan Miller,Repairs,Bank Transfer,Offline,High,14791,16841,836,0,829,2587,947,15523,2021-09-15,N/A
North America,Ohio,Strongsville,ABC Computers,5,Apple,Apple Macintosh Classic,HDD,2GB,500GB,Andrew,Barnes,110.856.7907,ugordon@example.net,Diamond Baker,Second-hand Sales,Finance,Offline,High,27268,32076,400,34681,523,0,315,28210,2023-02-09,N/A
North America,Florida,Deltona,Greens Laptops and PCs,5,Samsung,Notebook 9,SSD,16GB,256GB,Sabrina,Oneill,199.085.9789x469,michaelharper@example.org,Jordan Jensen,Repairs,Bank Transfer,Offline,High,24723,28396,219,0,445,1846,225,26255,2023-05-08,N/A
North America,Pennsylvania,Philadelphia,DEF Machines,9,Toshiba,Dynabook,SSD,16GB,256GB,Stacy,Rasmussen,+1-060-106-7559,bhall@example.net,Michael Chan,Returns,Bank Transfer,Online,Low,13397,16497,872,0,465,0,964,13758,2024-01-06,2024-02-04
North America,Texas,Garland,CK Tech Store,10,Apple,Apple MacBook Air,SSD,4GB,1TB,Jessica,Peterson,001-709-464-2218x18153,gilbertlori@example.com,Diana Rodriguez,Repairs,Bank Transfer,Online,High,27963,32926,902,0,412,2610,624,29730,2021-09-19,2021-10-06
Africa,Morocco,Boulemane,ABC Computers,10,Dell,Venue,HDD,2GB,500GB,Tara,Holder,355.179.7951x579,mwade@example.com,Amy Owens,Repairs,Cash,Online,Medium,26546,30409,893,0,730,3162,962,29947,2022-07-04,2022-08-02
Africa,Egypt,Suez,S & A Computer Place,6,Asus,VivoBook Flip 14,HDD,4GB,256GB,Brandi,Costa,+1-101-382-6483x7103,joel76@example.org,Mario Daniel,Second-hand Sales,Bank Transfer,Offline,Medium,22538,26003,115,0,458,0,971,23849,2021-05-14,N/A
Africa,Morocco,Rabat,DEF Machines,5,Acer,Aspire 7,HDD,4GB,256GB,Jennifer,Allen,745-669-1030x9527,ronaldwhite@example.com,Kelly Mitchell,Second-hand Sales,Finance,Offline,High,19459,24237,31,22811,443,0,37,22489,2021-12-18,N/A
Africa,Nigeria,Akwa Ibom,A & A PCs,10,Lenovo,IdeaPad Flex 5,SSD,8GB,256GB,Tiffany,Bell,553-879-6470x65905,millerkristina@example.com,Lisa Morgan,Second-hand Sales,Cash,Offline,Low,20876,24545,809,0,702,0,106,23268,2021-04-02,N/A
Africa,Ethiopia,Amhara,S & A Computer Place,2,Dell,XPS,SSD,16GB,1TB,Andrew,Flores,5268361754,brian81@example.net,Jacob Spencer,Second-hand Sales,Cash,Offline,High,15304,17787,47,0,497,0,499,15578,2023-12-15,N/A
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",ABC Computers,4,HP,Omen,HDD,8GB,256GB,Robin,White,149-072-1498,mcleanamanda@example.net,Alexa Hopkins,Second-hand Sales,Cash,Offline,Low,25243,27833,680,0,750,0,786,26673,2021-11-01,N/A
Africa,Ghana,Eastern,GH PC Shop,2,Lenovo,ThinkPad T14,HDD,4GB,500GB,Savannah,Rodriguez,(473)712-5608x7546,brianphillips@example.net,Diana Ashley MD,Repairs,Cash,Offline,Medium,3051,7712,291,0,504,1113,502,3286,2024-02-01,N/A
Africa,Kenya,Busia,Western International PCs,10,Lenovo,Legion 5,SSD,4GB,256GB,Brittany,Mckenzie,110.757.1299,becky67@example.com,Christopher Santos,Repairs,Cash,Offline,Low,25939,28807,448,0,665,4641,722,28672,2023-07-05,N/A
Africa,Egypt,Matrouh,ABC Computers,5,Lenovo,ThinkPad X1 Yoga,SSD,4GB,1TB,Amber,Johnson,270-672-6337x695,amyholland@example.net,Mario Daniel,Second-hand Sales,Finance,Offline,High,24127,26944,82,10168,732,0,910,26346,2022-09-30,N/A
